accepted_at;agreement_version;created_at;device_info;id;ip_address;status;supporter_id
2026-03-23 22:30:40.078487+00;v1.0;2026-03-23 22:30:40.078487+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";8b72ace3-81d8-4c72-8108-d6c2f2f66057;104.28.154.131;accepted;8519477a-0b39-483f-99e7-a37d35f82816
2026-03-23 22:30:39.887324+00;v1.0;2026-03-23 22:30:39.887324+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";b4f0cc9c-428a-4ed8-b9c8-2fb2ba1cabab;104.28.154.131;accepted;8519477a-0b39-483f-99e7-a37d35f82816
2026-03-23 19:08:46.637122+00;v1.0;2026-03-23 19:08:46.637122+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";a0440f9e-8bc8-4037-bbc4-e33ef151c67f;197.239.14.94;accepted;d998c59f-2820-48f1-9d65-a05af4bc7c0f
2026-03-23 19:08:46.449407+00;v1.0;2026-03-23 19:08:46.449407+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";166a0486-6e7d-49b5-8e1a-9dc0239d47ce;197.239.14.94;accepted;d998c59f-2820-48f1-9d65-a05af4bc7c0f
2026-03-23 17:19:59.604061+00;v1.0;2026-03-23 17:19:59.604061+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";0c0f7b49-0503-4ca6-83ec-9fc05f7738f5;41.210.155.95;accepted;101604f1-16c3-41e6-9ca4-c63e1cd83459
2026-03-23 17:19:59.289474+00;v1.0;2026-03-23 17:19:59.289474+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";c0a7bd6d-e8d7-4250-887c-3da0ba9b19d9;41.210.155.95;accepted;101604f1-16c3-41e6-9ca4-c63e1cd83459
2026-03-23 15:33:11.422934+00;v1.0;2026-03-23 15:33:11.422934+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";a54c977d-8121-484a-9bb7-968e169c3d86;196.97.0.71;accepted;b5d546a2-ccaf-467f-89e1-a18d9bb5643b
2026-03-23 15:33:11.358394+00;v1.0;2026-03-23 15:33:11.358394+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";272d59e6-6412-46d4-b5dd-db995ea607ec;196.97.0.71;accepted;b5d546a2-ccaf-467f-89e1-a18d9bb5643b
2026-03-23 13:51:59.211354+00;v1.0;2026-03-23 13:51:59.211354+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";9ceae403-e098-4a1e-8594-135e782df55d;41.210.147.248;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-23 13:51:58.951505+00;v1.0;2026-03-23 13:51:58.951505+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";a0471435-7734-4070-b138-5b70eef15f7e;41.210.147.248;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-23 10:54:05.595987+00;v1.0;2026-03-23 10:54:05.595987+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36";3a85bed8-61db-400e-8e6d-c891b92fbdea;41.210.143.232;accepted;f57df2d4-ca1a-4067-b847-ba130c68d91f
2026-03-23 10:54:00.934155+00;v1.0;2026-03-23 10:54:00.934155+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/138.0.0.0 Mobile Safari/537.36";5d7fe38b-4912-4a8e-a2d2-390d2ce4076a;41.210.143.232;accepted;f57df2d4-ca1a-4067-b847-ba130c68d91f
2026-03-23 10:11:11.191262+00;v1.0;2026-03-23 10:11:11.191262+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";6aadfddc-17dd-4e52-9ed8-2cdad04729ae;41.75.182.27;accepted;1415828d-f9c4-485c-87ab-631793fda572
2026-03-23 10:11:10.961653+00;v1.0;2026-03-23 10:11:10.961653+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36";69e2c302-1c1f-49d4-9d26-7495600dd015;41.75.182.27;accepted;1415828d-f9c4-485c-87ab-631793fda572
2026-03-23 09:56:37.313637+00;v1.0;2026-03-23 09:56:37.313637+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";9abecfbb-c98b-4181-b1d6-7e7112bf33aa;41.210.147.248;accepted;083cb232-b6b3-4778-97fd-ea58f76079c4
2026-03-23 09:56:37.119006+00;v1.0;2026-03-23 09:56:37.119006+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";ead5f030-ab39-4f1f-9d57-ae8f4c2be8c5;41.210.147.248;accepted;083cb232-b6b3-4778-97fd-ea58f76079c4
2026-03-23 08:59:14.292597+00;v1.0;2026-03-23 08:59:14.292597+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";9dfc17cd-5067-4d16-af2a-bd649c65fb16;41.210.147.248;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-23 08:59:14.054831+00;v1.0;2026-03-23 08:59:14.054831+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";6bceb9bb-fca2-4c9b-8e63-8eae5892d2b9;41.210.147.248;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-23 07:55:28.174366+00;v1.0;2026-03-23 07:55:28.174366+00;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";634d34a7-8071-43a6-95e9-c4c990491bad;102.209.109.137;accepted;2d44fc8f-7bef-40d1-b6e7-7c8a42f5e4d8
2026-03-23 07:55:28.132599+00;v1.0;2026-03-23 07:55:28.132599+00;"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";32ed5e69-7477-46ed-80dd-33d5731766ce;102.209.109.137;accepted;2d44fc8f-7bef-40d1-b6e7-7c8a42f5e4d8
2026-03-23 07:19:33.510044+00;v1.0;2026-03-23 07:19:33.510044+00;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1";37629980-aafb-4820-bcb5-6a5c5411289c;197.239.12.123;accepted;77d0c3df-94eb-441d-b68b-05db40c7131b
2026-03-23 07:19:33.508944+00;v1.0;2026-03-23 07:19:33.508944+00;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.2 Mobile/15E148 Safari/604.1";b6c98a6a-b870-4bb4-ac1b-76b3522a5850;197.239.12.123;accepted;77d0c3df-94eb-441d-b68b-05db40c7131b
2026-03-22 17:48:20.688888+00;v1.0;2026-03-22 17:48:20.688888+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";372085ec-b200-44e1-a65a-c4e625192fae;5.195.204.96;accepted;cbd6b42d-da73-44a5-8974-c218b8ee8370
2026-03-22 17:48:20.372157+00;v1.0;2026-03-22 17:48:20.372157+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";70bd6acf-0a62-4b76-9506-f599cd818135;5.195.204.96;accepted;cbd6b42d-da73-44a5-8974-c218b8ee8370
2026-03-22 16:45:22.799522+00;v1.0;2026-03-22 16:45:22.799522+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";778333a9-8742-4ff3-bf2f-ec75aebb0a1c;197.239.9.232;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-22 16:45:22.157151+00;v1.0;2026-03-22 16:45:22.157151+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";4736e3e2-47f3-4362-b1b4-8385ba5647b3;197.239.9.232;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-22 15:04:12.877694+00;v1.0;2026-03-22 15:04:12.877694+00;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";55e4aefa-88f1-467b-a456-1df9444d4626;196.250.67.27;accepted;566925c2-87aa-4c9e-b16c-2d5a9e1b509c
2026-03-22 15:04:12.451059+00;v1.0;2026-03-22 15:04:12.451059+00;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";227cd78e-70e8-49ce-8d53-4400897c3a7a;196.250.67.27;accepted;566925c2-87aa-4c9e-b16c-2d5a9e1b509c
2026-03-22 14:03:37.999372+00;v1.0;2026-03-22 14:03:37.999372+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";c3d8f012-93e9-4605-ae6e-edb4cf23a24a;197.239.6.167;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-22 14:03:37.662824+00;v1.0;2026-03-22 14:03:37.662824+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";00dc2948-069b-41ad-92cd-9bf7bd8bdc6e;197.239.6.167;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-22 13:37:22.037406+00;v1.0;2026-03-22 13:37:22.037406+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";0d28d4b9-67a3-4942-a44a-d943fbaef7e1;41.210.146.16;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-22 13:37:21.829701+00;v1.0;2026-03-22 13:37:21.829701+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";c3a703df-1057-462e-9f53-ac9aa86d5c2b;41.210.146.16;accepted;cf561688-b3a2-4f62-b9c1-67ee7b36ff2b
2026-03-22 09:21:14.183826+00;v1.0;2026-03-22 09:21:14.183826+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";4db77e51-8234-4a1e-bd6f-b60f97837e79;197.239.9.130;accepted;33f3a29b-22b7-4af9-98b8-4f2248ae1710
2026-03-22 09:21:14.181793+00;v1.0;2026-03-22 09:21:14.181793+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";c5826539-3686-4d4f-86eb-3255717b4fa6;197.239.9.130;accepted;33f3a29b-22b7-4af9-98b8-4f2248ae1710
2026-03-22 09:10:44.046336+00;v1.0;2026-03-22 09:10:44.046336+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";c3bb14be-d552-4a36-8217-81408ca2e3c1;197.239.9.130;accepted;7dea1c98-1423-4b52-9243-fc4f7093b5a2
2026-03-22 09:10:43.819334+00;v1.0;2026-03-22 09:10:43.819334+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";19917afb-038c-4c09-a1c7-8b73337e1a88;197.239.9.130;accepted;7dea1c98-1423-4b52-9243-fc4f7093b5a2
2026-03-21 13:36:41.081793+00;v1.0;2026-03-21 13:36:41.081793+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";6d002739-6f28-4e3e-818e-7a312f7ad2df;41.210.154.200;accepted;972f4990-1c4e-4c96-a220-9c9463f58dbf
2026-03-21 13:36:40.835123+00;v1.0;2026-03-21 13:36:40.835123+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";c8432877-5372-4c5e-a37c-f0a8b75fa414;41.210.154.200;accepted;972f4990-1c4e-4c96-a220-9c9463f58dbf
2026-03-21 11:37:47.208127+00;v1.0;2026-03-21 11:37:47.208127+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36";5ed58942-52b2-431a-b5e2-d65fc3ea2705;197.239.11.34;accepted;99689818-6f68-4dec-bbcd-00bd724c01cb
2026-03-21 11:37:46.992496+00;v1.0;2026-03-21 11:37:46.992496+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36";0549f1b0-3fdd-49ba-b98d-17be4654b095;197.239.11.34;accepted;99689818-6f68-4dec-bbcd-00bd724c01cb
2026-03-21 05:38:56.074395+00;v1.0;2026-03-21 05:38:56.074395+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";4f1c175c-8bfc-4a2b-a1ac-9709871062b6;102.86.3.237;accepted;f4dc2b52-07f6-4e16-ad0f-8b4e16a6158e
2026-03-21 05:38:54.278797+00;v1.0;2026-03-21 05:38:54.278797+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";a310860c-f702-4c3e-858c-9ecbc2cab72d;102.86.3.237;accepted;f4dc2b52-07f6-4e16-ad0f-8b4e16a6158e
2026-03-21 05:38:54.269339+00;v1.0;2026-03-21 05:38:54.269339+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";b12e0ded-4659-4aea-a4ee-08555606aa36;102.86.3.237;accepted;f4dc2b52-07f6-4e16-ad0f-8b4e16a6158e
2026-03-20 11:52:12.968816+00;v1.0;2026-03-20 11:52:12.968816+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";0e1c98e9-c161-4eae-8167-884fcf21933e;41.210.147.248;accepted;c983f2b9-a407-4611-b710-3a2577a991eb
2026-03-20 11:52:12.698465+00;v1.0;2026-03-20 11:52:12.698465+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";fa523f40-6e43-4c4b-8dcf-2853825e6e1f;41.210.147.248;accepted;c983f2b9-a407-4611-b710-3a2577a991eb
2026-03-20 11:41:46.684543+00;v1.0;2026-03-20 11:41:46.684543+00;"Mozilla/5.0 (Linux; Android 10; TECNO CD6 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.120 Mobile Safari/537.36 XShare/3.7.0.001";f5fa0c60-6bd2-4389-aae0-525b6d30a972;154.227.130.160;accepted;c6859050-121a-4a0a-a13d-dd9d60a41416
2026-03-20 11:41:46.450103+00;v1.0;2026-03-20 11:41:46.450103+00;"Mozilla/5.0 (Linux; Android 10; TECNO CD6 Build/QP1A.190711.020) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/145.0.7632.120 Mobile Safari/537.36 XShare/3.7.0.001";0b828b60-1f86-47a2-abb1-39a9a2a17ad3;154.227.130.160;accepted;c6859050-121a-4a0a-a13d-dd9d60a41416
2026-03-20 08:36:46.874469+00;v1.0;2026-03-20 08:36:46.874469+00;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";4c609bd7-7ea0-47e7-93b0-6f2bc355db03;197.239.7.68;accepted;0907ae12-d43f-41f0-b5a8-1ccb998a890f
2026-03-20 08:36:46.863062+00;v1.0;2026-03-20 08:36:46.863062+00;"Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/26.3 Mobile/15E148 Safari/604.1";1b7f9c74-101b-4795-a9cc-c986472aa987;197.239.7.68;accepted;0907ae12-d43f-41f0-b5a8-1ccb998a890f
2026-03-20 08:08:02.212955+00;v1.0;2026-03-20 08:08:02.212955+00;"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36";cd4dc8ee-a87a-406e-8c08-fc14a469b8b3;41.210.147.248;accepted;4f491999-0da9-4816-a6af-1bc67ac9c1c3
2026-03-20 05:45:46.279476+00;v1.0;2026-03-20 05:45:46.279476+00;"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.40 Mobile/15E148 Safari/604.1";8a5dc5c0-ed6c-4822-8aae-31519676d119;154.227.131.255;accepted;d280c502-b9b5-430d-9953-a925d0daec34
2026-03-20 05:45:46.270239+00;v1.0;2026-03-20 05:45:46.270239+00;"Mozilla/5.0 (iPhone; CPU iPhone OS 26_1_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/146.0.7680.40 Mobile/15E148 Safari/604.1";99eb5645-41be-4cd0-9a34-6852d9bb248b;154.227.131.255;accepted;d280c502-b9b5-430d-9953-a925d0daec34
2026-03-19 21:09:24.933119+00;v1.0;2026-03-19 21:09:24.933119+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36";ca43d81f-e873-4d57-b451-524226ec4ae4;197.239.5.169;accepted;99890a2e-b842-4d44-8516-e2eafe0711ff
2026-03-19 21:09:24.710524+00;v1.0;2026-03-19 21:09:24.710524+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36";ef8f3859-6c22-4775-ac67-36c5ec9f847c;197.239.5.169;accepted;99890a2e-b842-4d44-8516-e2eafe0711ff
2026-03-19 17:28:46.227885+00;v1.0;2026-03-19 17:28:46.227885+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";939cca58-f533-4730-9208-fbd49b8b5e26;197.157.24.57;accepted;d7a5ae62-c510-404c-a294-bf697bb522b1
2026-03-19 17:28:46.036199+00;v1.0;2026-03-19 17:28:46.036199+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";868b2ca6-57fd-4942-8f90-08a5016c1af9;197.157.24.57;accepted;d7a5ae62-c510-404c-a294-bf697bb522b1
2026-03-19 17:20:01.568084+00;v1.0;2026-03-19 17:20:01.568084+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";08a19393-b5c0-4560-8b9e-140addc1eae1;154.227.131.5;accepted;1f22557c-8039-4d09-bb48-52d3df08242a
2026-03-19 17:20:01.304578+00;v1.0;2026-03-19 17:20:01.304578+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Mobile Safari/537.36";3420ade4-6398-43d4-ae11-648e4c50ee8d;154.227.131.5;accepted;1f22557c-8039-4d09-bb48-52d3df08242a
2026-03-19 17:00:28.722645+00;v1.0;2026-03-19 17:00:28.722645+00;"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Mobile Safari/537.36";42f4d8c6-d5e7-4fd8-b367-0428fa53cc9a;41.210.146.186;accepted;7663c9f1-6d50-4e87-b16a-f3b2ccc30448
